Team,Opponent,Win_Percentage,Wins,Losses,Ties,Total_Games
Illinois,Oklahoma,100.0,1,0,0,1
Illinois,Oklahoma State,,0,0,0,0
Illinois,Ole Miss,,0,0,0,0
Illinois,Oregon,25.0,1,3,0,4
Illinois,Oregon State,0.0,0,1,0,1
Illinois,Penn State,21.43,6,22,0,28
Illinois,Pittsburgh,75.0,6,2,0,8
Illinois,Purdue,50.0,47,47,6,100
Illinois,Rutgers,70.0,7,3,0,10
Illinois,South Carolina,100.0,1,0,0,1
Illinois,Stanford,40.0,4,6,0,10
Illinois,Syracuse,83.33,10,2,0,12
Illinois,TCU,,0,0,0,0
Illinois,Tennessee,100.0,1,0,0,1
Illinois,Texas,,0,0,0,0
Illinois,Texas A&M,0.0,0,2,0,2
Illinois,Texas Tech,,0,0,0,0
Illinois,UCF,,0,0,0,0
Illinois,UCLA,50.0,6,6,0,12
Illinois,USC,21.43,3,11,0,14
Illinois,Utah,100.0,1,0,0,1
Illinois,Vanderbilt,,0,0,0,0
Illinois,Virginia,75.0,3,1,0,4
Illinois,Virginia Tech,,0,0,0,0
Illinois,Wake Forest,,0,0,0,0
Illinois,Washington,33.33,4,8,0,12
Illinois,Washington State,28.57,2,5,0,7
Illinois,West Virginia,50.0,1,1,0,2
Illinois,Wisconsin,45.24,38,46,7,91
Indiana,Alabama,100.0,1,0,0,1
Indiana,Arizona,50.0,2,2,0,4
Indiana,Arizona State,,0,0,0,0
Indiana,Arkansas,,0,0,0,0
Indiana,Auburn,0.0,0,1,0,1
Indiana,BYU,100.0,1,0,0,1
Indiana,Baylor,66.67,2,1,0,3
Indiana,Boston College,0.0,0,1,0,1
Indiana,California (Cal),0.0,0,2,0,2
Indiana,Cincinnati,61.54,8,5,0,13
Indiana,Clemson,,0,0,0,0
Indiana,Colorado,25.0,1,3,0,4
Indiana,Duke,50.0,2,2,0,4
Indiana,Florida,100.0,1,0,0,1
Indiana,Florida State,0.0,0,1,0,1
Indiana,Georgia,,0,0,0,0
Indiana,Georgia Tech,,0,0,0,0
Indiana,Houston,,0,0,0,0
Indiana,Illinois,36.11,26,46,2,74
Indiana,Indiana,,0,0,0,0
Indiana,Iowa,38.67,29,46,4,79
Indiana,Iowa State,,0,0,0,0
Indiana,Kansas,50.0,1,1,0,2
Indiana,Kansas State,60.0,3,2,0,5
Indiana,Kentucky,51.43,18,17,0,35
Indiana,LSU,33.33,1,2,0,3
Indiana,Louisville,66.67,2,1,0,3
Indiana,Maryland,64.29,9,5,0,14
Indiana,Miami (FL),66.67,2,1,0,3
Indiana,Michigan,15.07,11,62,0,73
Indiana,Michigan State,27.14,19,51,2,72
Indiana,Minnesota,39.39,26,40,3,69
Indiana,Mississippi State,100.0,3,0,0,3
Indiana,Missouri,70.0,7,3,2,12
Indiana,NC State,0.0,0,4,0,4
Indiana,Nebraska,55.0,11,9,3,23
Indiana,North Carolina,0.0,0,2,0,2
Indiana,Northwestern,43.37,36,47,1,84
Indiana,Ohio State,13.83,13,81,5,99
Indiana,Oklahoma,100.0,1,0,0,1
Indiana,Oklahoma State,0.0,0,1,1,2
Indiana,Ole Miss,0.0,0,1,0,1
Indiana,Oregon,60.0,3,2,0,5
Indiana,Oregon State,33.33,1,2,0,3
Indiana,Penn State,10.71,3,25,0,28
Indiana,Pittsburgh,77.78,7,2,0,9
Indiana,Purdue,36.97,44,75,6,125
Indiana,Rutgers,50.0,5,5,0,10
Indiana,South Carolina,100.0,1,0,0,1
Indiana,Stanford,,0,0,0,0
Indiana,Syracuse,57.14,4,3,0,7
Indiana,TCU,0.0,0,4,0,4
Indiana,Tennessee,0.0,0,2,0,2
Indiana,Texas,0.0,0,3,0,3
Indiana,Texas A&M,,0,0,0,0
Indiana,Texas Tech,,0,0,0,0
Indiana,UCF,,0,0,0,0
Indiana,UCLA,100.0,2,0,0,2
Indiana,USC,0.0,0,4,0,4
Indiana,Utah,25.0,1,3,0,4
Indiana,Vanderbilt,100.0,2,0,0,2
Indiana,Virginia,50.0,2,2,0,4
Indiana,Virginia Tech,0.0,0,1,0,1
Indiana,Wake Forest,50.0,1,1,0,2
Indiana,Washington,75.0,3,1,0,4
Indiana,Washington State,33.33,1,2,0,3
Indiana,West Virginia,50.0,3,3,0,6
Indiana,Wisconsin,33.87,21,41,2,64
Iowa,Alabama,,0,0,0,0
Iowa,Arizona,46.15,6,7,0,13
Iowa,Arizona State,33.33,1,2,0,3
Iowa,Arkansas,100.0,1,0,0,1
Iowa,Auburn,,0,0,0,0
Iowa,BYU,,0,0,1,1
Iowa,Baylor,,0,0,0,0
Iowa,Boston College,100.0,1,0,0,1
Iowa,California (Cal),75.0,3,1,0,4
Iowa,Cincinnati,100.0,1,0,0,1
Iowa,Clemson,,0,0,0,0
Iowa,Colorado,0.0,0,2,0,2
Iowa,Duke,,0,0,0,0
Iowa,Florida,25.0,1,3,0,4
Iowa,Florida State,,0,0,0,0
Iowa,Georgia,,0,0,0,0
Iowa,Georgia Tech,100.0,1,0,0,1
Iowa,Houston,,0,0,0,0
Iowa,Illinois,49.35,38,39,2,79
Iowa,Indiana,61.33,46,29,4,79
Iowa,Iowa,,0,0,0,0
Iowa,Iowa State,67.14,47,23,0,70
Iowa,Kansas,33.33,1,2,0,3
Iowa,Kansas State,83.33,5,1,0,6
Iowa,Kentucky,50.0,1,1,0,2
Iowa,LSU,50.0,1,1,0,2
Iowa,Louisville,,0,0,0,0
Iowa,Maryland,80.0,4,1,0,5
Iowa,Miami (FL),0.0,0,4,0,4
Iowa,Michigan,25.0,15,45,4,64
Iowa,Michigan State,53.06,26,23,2,51
Iowa,Minnesota,46.55,54,62,2,118
Iowa,Mississippi State,100.0,1,0,0,1
Iowa,Missouri,44.44,4,5,0,9
Iowa,NC State,0.0,0,3,0,3
Iowa,Nebraska,43.48,20,26,1,47
Iowa,North Carolina,,0,0,0,0
Iowa,Northwestern,66.27,55,28,3,86
Iowa,Ohio State,23.44,15,49,3,67
Iowa,Oklahoma,0.0,0,2,0,2
Iowa,Oklahoma State,50.0,1,1,0,2
Iowa,Ole Miss,,0,0,0,0
Iowa,Oregon,25.0,1,3,0,4
Iowa,Oregon State,58.33,7,5,0,12
Iowa,Penn State,45.45,15,18,0,33
Iowa,Pittsburgh,57.14,4,3,0,7
Iowa,Purdue,45.05,41,50,3,94
Iowa,Rutgers,100.0,5,0,0,5
Iowa,South Carolina,100.0,1,0,0,1
Iowa,Stanford,0.0,0,1,0,1
Iowa,Syracuse,75.0,3,1,0,4
Iowa,TCU,66.67,2,1,0,3
Iowa,Tennessee,25.0,1,3,0,4
Iowa,Texas,50.0,1,1,0,2
Iowa,Texas A&M,0.0,0,1,0,1
Iowa,Texas Tech,100.0,2,0,0,2
Iowa,UCF,,0,0,0,0
Iowa,UCLA,20.0,2,8,0,10
Iowa,USC,27.27,3,8,0,11
Iowa,Utah,0.0,0,1,0,1
Iowa,Vanderbilt,100.0,1,0,0,1
Iowa,Virginia,,0,0,0,0
Iowa,Virginia Tech,,0,0,0,0
Iowa,Wake Forest,,0,0,0,0
Iowa,Washington,57.14,4,3,0,7
Iowa,Washington State,75.0,3,1,1,5
Iowa,West Virginia,,0,0,0,0
Iowa,Wisconsin,49.48,48,49,2,99
Iowa State,Alabama,0.0,0,1,0,1
Iowa State,Arizona,33.33,2,4,1,7
Iowa State,Arizona State,0.0,0,2,0,2
Iowa State,Arkansas,0.0,0,1,0,1
Iowa State,Auburn,,0,0,0,0
Iowa State,BYU,83.33,5,1,0,6
Iowa State,Baylor,47.83,11,12,0,23
Iowa State,Boston College,0.0,0,1,0,1
Iowa State,California (Cal),0.0,0,1,0,1
Iowa State,Cincinnati,66.67,2,1,0,3
Iowa State,Clemson,0.0,0,1,0,1
Iowa State,Colorado,23.08,15,50,1,66
Iowa State,Duke,,0,0,0,0
Iowa State,Florida,,0,0,0,0
Iowa State,Florida State,50.0,1,1,0,2
Iowa State,Georgia,,0,0,0,0
Iowa State,Georgia Tech,0.0,0,1,0,1
Iowa State,Houston,100.0,1,0,0,1
Iowa State,Illinois,25.0,1,3,2,6
Iowa State,Indiana,,0,0,0,0
Iowa State,Iowa,32.86,23,47,0,70
Iowa State,Iowa State,,0,0,0,0
Iowa State,Kansas,46.94,46,52,6,104
Iowa State,Kansas State,52.38,55,50,4,109
Iowa State,Kentucky,,0,0,0,0
Iowa State,LSU,0.0,0,1,0,1
Iowa State,Louisville,,0,0,0,0
Iowa State,Maryland,,0,0,0,0
Iowa State,Miami (FL),100.0,1,0,0,1
Iowa State,Michigan,,0,0,0,0
Iowa State,Michigan State,0.0,0,2,0,2
Iowa State,Minnesota,12.0,3,22,1,26
Iowa State,Mississippi State,,0,0,0,0
Iowa State,Missouri,35.11,33,61,9,103
Iowa State,NC State,0.0,0,1,0,1
Iowa State,Nebraska,16.0,16,84,2,102
Iowa State,North Carolina,,0,0,0,0
Iowa State,Northwestern,12.5,1,7,0,8
Iowa State,Ohio State,,0,0,0,0
Iowa State,Oklahoma,8.05,7,80,2,89
Iowa State,Oklahoma State,39.29,22,34,3,59
Iowa State,Ole Miss,,0,0,0,0
Iowa State,Oregon,100.0,1,0,0,1
Iowa State,Oregon State,0.0,0,1,0,1
Iowa State,Penn State,,0,0,0,0
Iowa State,Pittsburgh,100.0,1,0,0,1
Iowa State,Purdue,0.0,0,1,0,1
Iowa State,Rutgers,0.0,0,1,0,1
Iowa State,South Carolina,0.0,0,1,0,1
Iowa State,Stanford,,0,0,0,0
Iowa State,Syracuse,0.0,0,1,1,2
Iowa State,TCU,43.75,7,9,0,16
Iowa State,Tennessee,0.0,0,1,0,1
Iowa State,Texas,23.81,5,16,0,21
Iowa State,Texas A&M,9.09,1,10,0,11
Iowa State,Texas Tech,36.36,8,14,0,22
Iowa State,UCF,100.0,1,0,0,1
Iowa State,UCLA,50.0,1,1,0,2
Iowa State,USC,,0,0,0,0
Iowa State,Utah,83.33,5,1,0,6
Iowa State,Vanderbilt,50.0,1,1,0,2
Iowa State,Virginia,,0,0,0,0
Iowa State,Virginia Tech,,0,0,0,0
Iowa State,Wake Forest,,0,0,0,0
Iowa State,Washington,0.0,0,1,0,1
Iowa State,Washington State,0.0,0,1,0,1
Iowa State,West Virginia,50.0,6,6,0,12
Iowa State,Wisconsin,0.0,0,7,0,7
Kansas,Alabama,,0,0,0,0
Kansas,Arizona,50.0,3,3,1,7
Kansas,Arizona State,0.0,0,1,0,1
Kansas,Arkansas,66.67,2,1,0,3
Kansas,Auburn,0.0,0,2,0,2
Kansas,BYU,100.0,3,0,0,3
Kansas,Baylor,17.39,4,19,0,23
Kansas,Boston College,100.0,1,0,0,1
Kansas,California (Cal),40.0,2,3,0,5
Kansas,Cincinnati,50.0,2,2,0,4
Kansas,Clemson,,0,0,0,0
Kansas,Colorado,38.24,26,42,3,71
Kansas,Duke,50.0,2,2,0,4
Kansas,Florida,,0,0,0,0
Kansas,Florida State,28.57,2,5,0,7
Kansas,Georgia,,0,0,0,0
Kansas,Georgia Tech,33.33,1,2,0,3
Kansas,Houston,100.0,5,0,0,5
Kansas,Illinois,42.86,3,4,0,7
Kansas,Indiana,50.0,1,1,0,2
Kansas,Iowa,66.67,2,1,0,3
Kansas,Iowa State,53.06,52,46,6,104
Kansas,Kansas,,0,0,0,0
Kansas,Kansas State,55.08,65,53,5,123
Kansas,Kentucky,100.0,3,0,1,4
Kansas,LSU,,0,0,0,0
Kansas,Louisville,0.0,0,3,0,3
Kansas,Maryland,,0,0,0,0
Kansas,Miami (FL),0.0,0,4,0,4
Kansas,Michigan,0.0,0,3,0,3
Kansas,Michigan State,16.67,1,5,0,6
Kansas,Minnesota,57.14,4,3,0,7
Kansas,Mississippi State,0.0,0,1,0,1
Kansas,Missouri,46.6,48,55,8,111
Kansas,NC State,0.0,0,2,0,2
Kansas,Nebraska,16.98,18,88,3,109
Kansas,North Carolina,0.0,0,2,0,2
Kansas,Northwestern,0.0,0,2,0,2
Kansas,Ohio State,,0,0,0,0
Kansas,Oklahoma,25.93,28,80,6,114
Kansas,Oklahoma State,43.06,31,41,3,75
Kansas,Ole Miss,,0,0,0,0
Kansas,Oregon,100.0,1,0,1,2
Kansas,Oregon State,66.67,4,2,0,6
Kansas,Penn State,0.0,0,1,0,1
Kansas,Pittsburgh,0.0,0,3,0,3
Kansas,Purdue,,0,0,0,0
Kansas,Rutgers,50.0,1,1,0,2
Kansas,South Carolina,,0,0,0,0
Kansas,Stanford,0.0,0,1,0,1
Kansas,Syracuse,50.0,4,4,0,8
Kansas,TCU,25.0,9,27,4,40
Kansas,Tennessee,0.0,0,2,0,2
Kansas,Texas,18.18,4,18,0,22
Kansas,Texas A&M,18.18,2,9,0,11
Kansas,Texas Tech,7.69,2,24,0,26
Kansas,UCF,100.0,2,0,0,2
Kansas,UCLA,28.57,2,5,0,7
Kansas,USC,100.0,1,0,0,1
Kansas,Utah,40.0,2,3,0,5
Kansas,Vanderbilt,50.0,1,1,0,2
Kansas,Virginia,0.0,0,2,0,2
Kansas,Virginia Tech,100.0,1,0,0,1
Kansas,Wake Forest,,0,0,0,0
Kansas,Washington,0.0,0,1,0,1
Kansas,Washington State,77.78,7,2,0,9
Kansas,West Virginia,21.43,3,11,0,14
Kansas,Wisconsin,33.33,2,4,0,6
Kansas State,Alabama,0.0,0,1,0,1
Kansas State,Arizona,25.0,2,6,1,9
Kansas State,Arizona State,14.29,1,6,0,7
Kansas State,Arkansas,50.0,3,3,0,6
Kansas State,Auburn,0.0,0,4,0,4
Kansas State,BYU,44.44,4,5,0,9
Kansas State,Baylor,50.0,11,11,0,22
Kansas State,Boston College,0.0,0,4,0,4
Kansas State,California (Cal),100.0,1,0,0,1
Kansas State,Cincinnati,42.86,3,4,0,7
Kansas State,Clemson,,0,0,0,0
Kansas State,Colorado,32.84,22,45,1,68
Kansas State,Duke,,0,0,0,0
Kansas State,Florida,0.0,0,2,0,2
Kansas State,Florida State,0.0,0,3,0,3
Kansas State,Georgia,,0,0,0,0
Kansas State,Georgia Tech,,0,0,0,0
Kansas State,Houston,50.0,1,1,0,2
Kansas State,Illinois,0.0,0,1,0,1
Kansas State,Indiana,40.0,2,3,0,5
Kansas State,Iowa,16.67,1,5,0,6
Kansas State,Iowa State,47.62,50,55,4,109
Kansas State,Kansas,44.92,53,65,5,123
Kansas State,Kansas State,,0,0,0,0
Kansas State,Kentucky,25.0,1,3,0,4
Kansas State,LSU,50.0,1,1,0,2
Kansas State,Louisville,0.0,0,2,0,2
Kansas State,Maryland,,0,0,0,0
Kansas State,Miami (FL),100.0,2,0,0,2
Kansas State,Michigan,100.0,1,0,0,1
Kansas State,Michigan State,0.0,0,5,1,6
Kansas State,Minnesota,66.67,2,1,0,3
Kansas State,Mississippi State,25.0,1,3,0,4
Kansas State,Missouri,36.17,34,60,5,99
Kansas State,NC State,100.0,1,0,0,1
Kansas State,Nebraska,16.3,15,77,3,95
Kansas State,North Carolina,,0,0,0,0
Kansas State,Northwestern,0.0,0,2,0,2
Kansas State,Ohio State,0.0,0,1,0,1
Kansas State,Oklahoma,22.45,22,76,4,102
Kansas State,Oklahoma State,37.68,26,43,0,69
Kansas State,Ole Miss,,0,0,0,0
Kansas State,Oregon,0.0,0,1,0,1
Kansas State,Oregon State,100.0,1,0,0,1
Kansas State,Penn State,0.0,0,2,0,2
Kansas State,Pittsburgh,,0,0,0,0
Kansas State,Purdue,0.0,0,3,0,3
Kansas State,Rutgers,50.0,1,1,0,2
Kansas State,South Carolina,33.33,1,2,0,3
Kansas State,Stanford,50.0,1,1,0,2
Kansas State,Syracuse,33.33,1,2,0,3
Kansas State,TCU,57.89,11,8,0,19
Kansas State,Tennessee,100.0,1,0,0,1
Kansas State,Texas,41.67,10,14,0,24
Kansas State,Texas A&M,50.0,8,8,0,16
Kansas State,Texas Tech,60.0,15,10,0,25
Kansas State,UCF,100.0,3,0,0,3
Kansas State,UCLA,50.0,2,2,0,4
Kansas State,USC,100.0,2,0,0,2
Kansas State,Utah,0.0,0,1,0,1
Kansas State,Vanderbilt,0.0,0,2,0,2
Kansas State,Virginia,,0,0,0,0
Kansas State,Virginia Tech,50.0,1,1,0,2
Kansas State,Wake Forest,50.0,1,1,0,2
Kansas State,Washington,20.0,1,4,0,5
Kansas State,Washington State,,0,0,0,0
Kansas State,West Virginia,57.14,8,6,0,14
Kansas State,Wisconsin,0.0,0,2,0,2
Kentucky,Alabama,4.88,2,39,1,42
Kentucky,Arizona,,0,0,0,0
Kentucky,Arizona State,,0,0,0,0
Kentucky,Arkansas,62.5,5,3,0,8
Kentucky,Auburn,20.0,7,28,1,36
Kentucky,BYU,,0,0,0,0
Kentucky,Baylor,50.0,2,2,0,4
Kentucky,Boston College,0.0,0,1,0,1
Kentucky,California (Cal),,0,0,0,0
Kentucky,Cincinnati,82.61,19,4,1,24
Kentucky,Clemson,57.14,8,6,0,14
Kentucky,Colorado,,0,0,0,0
Kentucky,Duke,0.0,0,4,0,4
Kentucky,Florida,28.95,22,54,0,76
Kentucky,Florida State,80.0,4,1,1,6
Kentucky,Georgia,15.58,12,65,2,79
Kentucky,Georgia Tech,36.84,7,12,1,20
Kentucky,Houston,0.0,0,2,0,2
Kentucky,Illinois,50.0,1,1,0,2
Kentucky,Indiana,48.57,17,18,0,35
Kentucky,Iowa,50.0,1,1,0,2
Kentucky,Iowa State,,0,0,0,0
Kentucky,Kansas,0.0,0,3,1,4
Kentucky,Kansas State,75.0,3,1,0,4
Kentucky,Kentucky,,0,0,0,0
Kentucky,LSU,29.82,17,40,1,58
Kentucky,Louisville,50.0,17,17,0,34
Kentucky,Maryland,40.0,2,3,2,7
Kentucky,Miami (FL),62.5,5,3,0,8
Kentucky,Michigan,0.0,0,1,0,1
Kentucky,Michigan State,50.0,2,2,0,4
Kentucky,Minnesota,,0,0,0,0
Kentucky,Mississippi State,49.02,25,26,0,51
Kentucky,Missouri,64.29,9,5,0,14
Kentucky,NC State,66.67,2,1,0,3
Kentucky,Nebraska,,0,0,0,0
Kentucky,North Carolina,50.0,5,5,0,10
Kentucky,Northwestern,0.0,0,2,0,2
Kentucky,Ohio State,0.0,0,2,0,2
Kentucky,Oklahoma,33.33,1,2,0,3
Kentucky,Oklahoma State,,0,0,0,0
Kentucky,Ole Miss,32.61,15,31,1,47
Kentucky,Oregon,,0,0,0,0
Kentucky,Oregon State,100.0,2,0,0,2
Kentucky,Penn State,50.0,3,3,0,6
Kentucky,Pittsburgh,0.0,0,1,0,1
Kentucky,Purdue,33.33,1,2,0,3
Kentucky,Rutgers,50.0,2,2,1,5
Kentucky,South Carolina,38.89,14,22,1,37
Kentucky,Stanford,,0,0,0,0
Kentucky,Syracuse,0.0,0,1,0,1
Kentucky,TCU,100.0,1,0,0,1
Kentucky,Tennessee,22.94,25,84,9,118
Kentucky,Texas,0.0,0,3,0,3
Kentucky,Texas A&M,33.33,1,2,0,3
Kentucky,Texas Tech,,0,0,0,0
Kentucky,UCF,,0,0,0,0
Kentucky,UCLA,,0,0,0,0
Kentucky,USC,,0,0,0,0
Kentucky,Utah,,0,0,0,0
Kentucky,Vanderbilt,53.85,49,42,4,95
Kentucky,Virginia,100.0,1,0,0,1
Kentucky,Virginia Tech,66.67,12,6,2,20
Kentucky,Wake Forest,,0,0,0,0
Kentucky,Washington,,0,0,0,0
Kentucky,Washington State,,0,0,0,0
Kentucky,West Virginia,61.11,11,7,1,19
Kentucky,Wisconsin,100.0,1,0,0,1
LSU,Alabama,30.95,26,58,5,89
LSU,Arizona,100.0,3,0,0,3
LSU,Arizona State,100.0,1,0,0,1
LSU,Arkansas,66.18,45,23,2,70
LSU,Auburn,58.93,33,23,1,57
LSU,BYU,100.0,1,0,0,1
LSU,Baylor,75.0,9,3,0,12
LSU,Boston College,100.0,2,0,0,2
LSU,California (Cal),,0,0,0,0
LSU,Cincinnati,,0,0,0,0
LSU,Clemson,80.0,4,1,0,5
LSU,Colorado,83.33,5,1,0,6
LSU,Duke,50.0,1,1,0,2
LSU,Florida,50.72,35,34,3,72
LSU,Florida State,18.18,2,9,0,11
LSU,Georgia,56.25,18,14,1,33
LSU,Georgia Tech,36.84,7,12,0,19
LSU,Houston,50.0,2,2,0,4
LSU,Illinois,100.0,1,0,0,1
LSU,Indiana,66.67,2,1,0,3
LSU,Iowa,50.0,1,1,0,2
LSU,Iowa State,100.0,1,0,0,1
LSU,Kansas,,0,0,0,0
LSU,Kansas State,50.0,1,1,0,2
LSU,Kentucky,70.18,40,17,1,58
LSU,LSU,,0,0,0,0
LSU,Louisville,100.0,1,0,0,1
LSU,Maryland,0.0,0,3,0,3
LSU,Miami (FL),76.92,10,3,0,13
LSU,Michigan,,0,0,0,0
LSU,Michigan State,100.0,1,0,0,1
LSU,Minnesota,,0,0,0,0
LSU,Mississippi State,66.67,74,37,3,114
LSU,Missouri,50.0,2,2,0,4
LSU,NC State,,0,0,0,0
LSU,Nebraska,0.0,0,5,1,6
LSU,North Carolina,85.71,6,1,0,7
LSU,Northwestern,,0,0,0,0
LSU,Ohio State,50.0,1,1,1,3
LSU,Oklahoma,60.0,3,2,0,5
LSU,Oklahoma State,100.0,1,0,0,1
LSU,Ole Miss,60.95,64,41,4,109
LSU,Oregon,75.0,3,1,0,4
LSU,Oregon State,100.0,4,0,0,4
LSU,Penn State,0.0,0,2,0,2
LSU,Pittsburgh,,0,0,0,0
LSU,Purdue,100.0,1,0,0,1
LSU,Rutgers,0.0,0,1,0,1
LSU,South Carolina,91.3,21,2,1,24
LSU,Stanford,0.0,0,1,0,1
LSU,Syracuse,75.0,3,1,0,4
LSU,TCU,75.0,6,2,1,9
LSU,Tennessee,32.26,10,21,3,34
LSU,Texas,46.67,7,8,1,16
LSU,Texas A&M,60.0,36,24,3,63
LSU,Texas Tech,100.0,3,0,0,3
LSU,UCF,100.0,1,0,0,1
LSU,UCLA,50.0,1,1,0,2
LSU,USC,33.33,1,2,0,3
LSU,Utah,100.0,2,0,0,2
LSU,Vanderbilt,75.76,25,8,1,34
LSU,Virginia,,0,0,0,0
LSU,Virginia Tech,50.0,1,1,0,2
LSU,Wake Forest,100.0,3,0,0,3
LSU,Washington,100.0,3,0,0,3
LSU,Washington State,,0,0,0,0
LSU,West Virginia,100.0,2,0,0,2
LSU,Wisconsin,80.0,4,1,0,5
Louisville,Alabama,25.0,1,3,0,4
Louisville,Arizona,,0,0,0,0
Louisville,Arizona State,66.67,2,1,0,3
Louisville,Arkansas,,0,0,0,0
Louisville,Auburn,0.0,0,2,0,2
Louisville,BYU,100.0,1,0,0,1
Louisville,Baylor,0.0,0,1,0,1
Louisville,Boston College,61.11,11,7,0,18
Louisville,California (Cal),0.0,0,1,0,1
Louisville,Cincinnati,51.11,23,22,1,46
Louisville,Clemson,10.0,1,9,0,10
Louisville,Colorado,,0,0,0,0
Louisville,Duke,100.0,4,0,0,4
Louisville,Florida,33.33,1,2,0,3
Louisville,Florida State,22.73,5,17,0,22
Louisville,Georgia,0.0,0,1,0,1
Louisville,Georgia Tech,50.0,2,2,0,4
Louisville,Houston,47.06,8,9,0,17
Louisville,Illinois,40.0,2,3,0,5
Louisville,Indiana,33.33,1,2,0,3
Louisville,Iowa,,0,0,0,0
Louisville,Iowa State,,0,0,0,0
Louisville,Kansas,100.0,3,0,0,3
Louisville,Kansas State,100.0,2,0,0,2
Louisville,Kentucky,50.0,17,17,0,34
Louisville,LSU,0.0,0,1,0,1
Louisville,Louisville,,0,0,0,0
Louisville,Maryland,25.0,1,3,0,4
Louisville,Miami (FL),31.25,5,11,1,17
Louisville,Michigan,,0,0,0,0
Louisville,Michigan State,66.67,2,1,0,3
Louisville,Minnesota,,0,0,0,0
Louisville,Mississippi State,16.67,1,5,0,6
Louisville,Missouri,0.0,0,1,0,1
Louisville,NC State,69.23,9,4,0,13
Louisville,Nebraska,,0,0,0,0
Louisville,North Carolina,62.5,5,3,0,8
Louisville,Northwestern,,0,0,0,0
Louisville,Ohio State,0.0,0,2,0,2
Louisville,Oklahoma,0.0,0,2,0,2
Louisville,Oklahoma State,50.0,1,1,0,2
Louisville,Ole Miss,0.0,0,1,0,1
Louisville,Oregon,,0,0,0,0
Louisville,Oregon State,50.0,1,1,0,2
Louisville,Penn State,0.0,0,2,0,2
Louisville,Pittsburgh,50.0,11,11,0,22
Louisville,Purdue,100.0,1,0,1,2
Louisville,Rutgers,46.15,6,7,0,13
Louisville,South Carolina,,0,0,0,0
Louisville,Stanford,0.0,0,1,0,1
Louisville,Syracuse,61.9,13,8,0,21
Louisville,TCU,25.0,1,3,0,4
Louisville,Tennessee,0.0,0,5,0,5
Louisville,Texas,50.0,1,1,0,2
Louisville,Texas A&M,25.0,1,3,0,4
Louisville,Texas Tech,,0,0,0,0
Louisville,UCF,75.0,3,1,0,4
Louisville,UCLA,,0,0,0,0
Louisville,USC,0.0,0,1,0,1
Louisville,Utah,0.0,0,4,0,4
Louisville,Vanderbilt,0.0,0,2,1,3
Louisville,Virginia,57.14,8,6,0,14
Louisville,Virginia Tech,40.0,4,6,0,10
Louisville,Wake Forest,70.0,7,3,0,10
Louisville,Washington,100.0,1,0,0,1
Louisville,Washington State,,0,0,0,0
Louisville,West Virginia,23.08,3,10,0,13
Louisville,Wisconsin,,0,0,0,0
Maryland,Alabama,33.33,1,2,0,3
Maryland,Arizona,,0,0,0,0
Maryland,Arizona State,,0,0,0,0
Maryland,Arkansas,,0,0,0,0
Maryland,Auburn,50.0,2,2,0,4
Maryland,BYU,,0,0,0,0
Maryland,Baylor,50.0,1,1,0,2
Maryland,Boston College,25.0,3,9,0,12
Maryland,California (Cal),50.0,1,1,0,2
Maryland,Cincinnati,100.0,2,0,0,2
Maryland,Clemson,43.33,26,34,2,62
Maryland,Colorado,,0,0,0,0
Maryland,Duke,62.0,31,19,0,50
Maryland,Florida,33.33,6,12,0,18
Maryland,Florida State,8.33,2,22,0,24
Maryland,Georgia,60.0,3,2,1,6
Maryland,Georgia Tech,28.57,6,15,0,21
Maryland,Houston,0.0,0,1,0,1
Maryland,Illinois,50.0,2,2,0,4
Maryland,Indiana,35.71,5,9,0,14
Maryland,Iowa,20.0,1,4,0,5
Maryland,Iowa State,,0,0,0,0
Maryland,Kansas,,0,0,0,0
Maryland,Kansas State,,0,0,0,0
Maryland,Kentucky,60.0,3,2,2,7
Maryland,LSU,100.0,3,0,0,3
Maryland,Louisville,75.0,3,1,0,4
Maryland,Maryland,,0,0,0,0
Maryland,Miami (FL),52.94,9,8,0,17
Maryland,Michigan,7.69,1,12,0,13
Maryland,Michigan State,25.0,4,12,0,16
Maryland,Minnesota,50.0,4,4,0,8
Maryland,Mississippi State,100.0,1,0,0,1
Maryland,Missouri,100.0,6,0,0,6
Maryland,NC State,51.52,34,32,4,70
Maryland,Nebraska,25.0,1,3,0,4
Maryland,North Carolina,46.38,32,37,1,70
Maryland,Northwestern,20.0,1,4,0,5
Maryland,Ohio State,0.0,0,9,0,9
Maryland,Oklahoma,0.0,0,4,0,4
Maryland,Oklahoma State,,0,0,0,0
Maryland,Ole Miss,50.0,1,1,0,2
Maryland,Oregon,0.0,0,1,0,1
Maryland,Oregon State,0.0,0,1,0,1
Maryland,Penn State,6.38,3,44,1,48
Maryland,Pittsburgh,60.0,3,2,0,5
Maryland,Purdue,50.0,2,2,0,4
Maryland,Rutgers,57.14,12,9,0,21
Maryland,South Carolina,60.71,17,11,0,28
Maryland,Stanford,0.0,0,1,0,1
Maryland,Syracuse,45.71,16,19,2,37
Maryland,TCU,,0,0,0,0
Maryland,Tennessee,37.5,3,5,0,8
Maryland,Texas,40.0,2,3,0,5
Maryland,Texas A&M,0.0,0,2,0,2
Maryland,Texas Tech,,0,0,0,0
Maryland,UCF,50.0,1,1,0,2
Maryland,UCLA,33.33,1,2,0,3
